spotify_id,album_name,artist_name,track_name,duration_ms,key,mode,tempo,time_signature,popularity,loudness,instrumentalness,acousticness,speechiness,liveness,danceability,energy,valence
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Clock Catcher,72627,5,0,93.7,4,51,-5.876,0.148,0.192,0.221,0.596,0.423,0.708,0.149
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Pickled!,133693,6,0,156.221,4,51,-2.545,0.188,0.00135,0.376,0.167,0.425,0.936,0.397
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Nose Art,118320,0,1,76.972,4,51,-3.211,0.00167,0.000613,0.317,0.0991,0.685,0.989,0.522
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Intro//A Cosmic Drama,74760,9,0,62.156,5,51,-7.744,0.0526,0.292,0.0324,0.133,0.218,0.554,0.131
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Zodiac Shit,164640,10,0,79.275,4,51,-4.606,0.0641,0.0229,0.273,0.3,0.346,0.753,0.184
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Computer Face//Pure Being,152840,11,0,154.063,4,51,-4.68,0.936,0.000969,0.177,0.201,0.511,0.841,0.343
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,...And The World Laughs With You,175040,8,0,80.929,4,51,-7.643,0.494,0.185,0.143,0.141,0.637,0.717,0.541
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Arkestry,171227,4,0,85.687,4,51,-7.066,0.668,0.165,0.225,0.677,0.215,0.899,0.194
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,MmmHmm,254840,9,0,78.054,4,51,-6.463,0.0063,0.361,0.0891,0.149,0.466,0.698,0.274
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Do The Astral Plane,237920,8,0,117.693,4,51,-3.227,0,0.0505,0.19,0.114,0.722,0.828,0.275
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Satelllliiiiiiiteee,229093,0,1,114.654,4,51,-7.726,0.711,0.228,0.0742,0.109,0.419,0.911,0.288
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,German Haircut,117173,8,0,74.423,5,51,-10.657,0.502,0.469,0.0636,0.392,0.326,0.592,0.201
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Recoiled,216573,11,0,136.865,4,51,-4.858,0.00787,0.0452,0.343,0.228,0.414,0.928,0.101
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Dance Of The Pseudo Nymph,166640,11,0,82.994,4,51,-4.806,0.895,0.0135,0.0995,0.282,0.575,0.958,0.923
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Drips//Auntie's Harp,130413,9,0,146.692,3,51,-8.25,0.272,0.054,0.0774,0.141,0.15,0.773,0.0388
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Table Tennis,181547,4,0,128.723,4,51,-6.15,9.55e-06,0.02,0.0568,0.757,0.492,0.662,0.149
5c7XChrHxYaqykCZLaGM5f,Cosmogramma,Flying Lotus,Galaxy In Janaki,147640,3,0,80.537,4,51,-3.329,0.00238,0.011,0.0859,0.35,0.439,0.962,0.54
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat I,288893,10,0,85.58,3,7,-2.445,0.94,0.0825,0.126,0.94,0.215,0.994,0.0259
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat II,302840,0,0,138.342,3,7,-11.093,0.882,0.965,0.0456,0.156,0.316,0.153,0.035
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat III,437560,4,0,79.207,4,7,-2.474,0.967,0.000357,0.203,0.139,0.103,0.997,0.0329
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat IV,697227,2,1,77.652,4,7,-4.351,0.536,0.0569,0.164,0.485,0.111,0.871,0.122
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat V,356800,7,1,93.009,4,7,-7.852,0.442,0.369,0.0489,0.0893,0.355,0.305,0.0825
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat VI,260960,1,1,82.139,4,7,-2.2,0.794,0.00489,0.0855,0.103,0.232,0.961,0.0297
1SpWwIEwnXRhc8co4h17hf,Throat,Little Women,Throat VII,130187,11,1,142.628,3,7,-10.412,0,0.899,0.408,0.368,0.597,0.278,0.217
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,1MD,248747,1,0,96.761,4,24,-15.11,0.765,0.468,0.0436,0.0945,0.152,0.0744,0.039
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Red Lights,228707,0,1,122.397,4,24,-4.57,0.746,0.01,0.0522,0.157,0.721,0.939,0.902
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Latin America,289107,0,1,105.729,4,24,-4.868,0.914,0.0433,0.0346,0.0818,0.558,0.875,0.407
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Stay Lit,199493,6,0,135.874,4,24,-5.266,0.937,0.00562,0.0357,0.11,0.606,0.816,0.374
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Silva & Grimes,313973,0,1,170.021,4,24,-5.462,0.957,0.0337,0.0815,0.147,0.284,0.922,0.085
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,SHT MTN,171693,2,1,126.976,4,24,-3.12,0.922,0.00493,0.0591,0.107,0.624,0.782,0.778
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Stilettos,235467,6,0,170.083,4,24,-3.495,0.873,0.00572,0.062,0.0749,0.489,0.958,0.508
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,Lucky,251067,1,1,105.015,4,24,-5.652,0.821,0.0014,0.0943,0.0547,0.6,0.942,0.596
1BStiBF6YFDPgGuNPh5rhi,Latin,Holy Fuck,P.I.G.S.,362773,8,1,120.092,4,24,-3.412,0.891,0.0297,0.11,0.0738,0.65,0.963,0.211
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Terrible Love,279760,7,1,77.923,4,45,-6.023,0.722,0.549,0.0563,0.118,0.257,0.794,0.35
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Sorrow,205213,1,0,122.278,4,45,-8.83,0.659,0.172,0.0274,0.0584,0.55,0.74,0.521
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Anyone’s Ghost,174173,6,1,120.064,4,45,-7.133,0.776,0.281,0.0915,0.108,0.745,0.789,0.745
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Little Faith,276640,7,0,149.993,4,45,-7.729,0.128,0.418,0.0359,0.0776,0.418,0.725,0.338
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Afraid Of Everyone,259093,9,0,126.027,4,45,-7.639,0.8,0.504,0.0508,0.0997,0.527,0.778,0.24
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Bloodbuzz Ohio,275933,9,1,157.077,4,45,-6.367,0.18,0.0554,0.0444,0.103,0.39,0.834,0.684
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Lemonworld,203733,1,1,126.008,4,45,-8.546,0.709,0.63,0.0356,0.0902,0.648,0.745,0.588
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Runaway,333787,4,1,135.037,3,45,-10.321,0.557,0.869,0.0325,0.117,0.583,0.441,0.349
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Conversation 16,258933,11,0,116.976,4,45,-7.61,0.913,0.611,0.0369,0.24,0.554,0.851,0.513
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,England,340187,0,0,122.97,4,45,-8.955,0.819,0.701,0.0398,0.106,0.491,0.645,0.258
59gXPxZ8CwFaeknPxtxXHZ,High Violet,The National,Vanderlyle Crybaby Geeks,252200,9,1,117.933,3,45,-7.683,0.000119,0.702,0.0282,0.174,0.468,0.513,0.31
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Blood Dries Darker,269400,7,1,132.547,4,23,-5.557,0.49,0.587,0.0503,0.138,0.474,0.871,0.347
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Pick Up,148120,7,1,104.778,4,23,-8.867,0.783,0.925,0.0498,0.114,0.496,0.573,0.529
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Suffering Season,186933,0,1,124.045,4,23,-4.427,5.39e-06,0.0326,0.0424,0.104,0.334,0.867,0.724
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Time Fading Lines,219533,0,1,125.569,4,23,-5.98,9.94e-05,0.654,0.0285,0.713,0.434,0.606,0.261
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,From the Horn,124720,9,1,135.84,4,23,-4.742,0.257,0.133,0.0531,0.179,0.464,0.935,0.304
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Death Rattles,204227,4,0,116.294,4,23,-7.988,0.809,0.937,0.033,0.124,0.522,0.535,0.491
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Mornin' Time,112720,0,1,148.896,4,23,-4.498,0.0802,0.723,0.104,0.452,0.396,0.942,0.499
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,I Was Gone,113440,5,1,136.756,4,23,-4.208,0.855,0.796,0.0361,0.131,0.37,0.788,0.667
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Get Back,125547,7,1,89.673,4,23,-5.693,0.0826,0.805,0.0378,0.136,0.419,0.678,0.587
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Deep,119573,9,0,98.541,4,23,-7.944,0.856,0.939,0.0318,0.363,0.738,0.511,0.619
45YGCEh09Ji6rdHjPgNdw8,At Echo Lake,Woods,Til the Sun Rips,143987,7,1,118.732,4,23,-10.763,0.826,0.929,0.0575,0.662,0.542,0.387,0.352
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Moves,232920,11,1,167.905,4,34,-8.395,1.18e-06,0.298,0.0321,0.141,0.601,0.578,0.658
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Crash Years,246573,5,1,125.676,4,34,-6.393,0.000591,0.283,0.0319,0.36,0.68,0.805,0.791
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Your Hands (Together),212787,0,1,150.712,4,34,-8.211,0,0.0163,0.0361,0.343,0.325,0.528,0.464
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Silver Jenny Dollar,172693,2,1,121.54,4,34,-7.609,0.00109,0.0057,0.0372,0.335,0.56,0.825,0.907
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,"Sweet Talk, Sweet Talk",220227,7,1,136.008,4,34,-7.647,6.99e-06,0.133,0.0268,0.0997,0.669,0.623,0.682
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,My Shepherd,275893,10,1,121.052,4,34,-8.817,0.000355,0.424,0.0293,0.303,0.583,0.489,0.291
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,If You Can’t See My Mirrors,176413,11,1,149.763,4,34,-8.542,5.7e-05,0.00418,0.03,0.0939,0.36,0.703,0.608
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Up In The Dark,190093,4,0,129.938,3,34,-6.712,0.00264,0.238,0.0322,0.0247,0.683,0.811,0.933
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Valkyrie In The Roller Disco,212493,4,1,78.032,4,34,-11.301,3.05e-06,0.507,0.0331,0.0863,0.608,0.321,0.174
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,A Bite Out Of My Bed,193427,5,1,95.689,4,34,-7.551,0.0563,0.0102,0.0311,0.3,0.564,0.815,0.838
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,Daughters Of Sorrow,187173,0,0,170.805,3,34,-8.815,0.00516,0.12,0.0386,0.113,0.302,0.581,0.301
2c4mwBI6iRg3QIAvFs4gek,Together,The New Pornographers,We End Up Together,346773,9,1,178.033,4,34,-8.263,0,0.254,0.0354,0.171,0.501,0.6,0.472
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Blue Blood Blues,202307,2,1,92.262,4,48,-2.502,0.00789,0.00463,0.244,0.685,0.547,0.943,0.515
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Hustle and Cuss,225653,9,1,89.658,4,48,-3.378,0.0299,0.0527,0.196,0.248,0.483,0.89,0.494
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,The Difference Between Us,217320,9,1,117.249,4,48,-2.043,0,0.00835,0.127,0.81,0.33,0.98,0.202
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,I'm Mad,196227,5,1,117.678,4,48,-2.207,0.65,0.00248,0.0937,0.171,0.435,0.867,0.327
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Die by the Drop,209213,2,1,105.655,4,48,-2.888,0.000333,0.00507,0.0457,0.127,0.447,0.929,0.555
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,I Can't Hear You,215093,0,0,79.463,4,48,-3.167,0.00598,0.0482,0.182,0.108,0.529,0.754,0.422
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Gasoline,164827,4,0,78.588,4,48,-2.358,0.172,0.00259,0.16,0.127,0.421,0.903,0.478
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,No Horse,169067,2,0,118.714,4,48,-1.059,0.00432,0.127,0.124,0.305,0.65,0.974,0.447
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Looking at the Invisible Man,162027,5,1,89.258,4,48,-2.397,0.000903,0.00103,0.119,0.537,0.509,0.96,0.534
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Jawbreaker,178040,2,1,80.585,4,48,-0.885,0.015,0.0155,0.0944,0.165,0.309,0.941,0.463
5QaEJj1wEqIePsjVtMzReu,Sea Of Cowards,The Dead Weather,Old Mary,172987,2,1,120.941,4,48,-5.016,0.0449,0.409,0.0497,0.322,0.518,0.858,0.358
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,Dance Yrself Clean,536471,11,1,98.004,4,61,-9.829,0.725,0.00557,0.0622,0.04,0.739,0.611,0.794
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,Drunk Girls,222107,4,1,144.029,4,61,-7.759,0.0258,0.000259,0.0387,0.0829,0.599,0.878,0.814
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,One Touch,465680,0,1,119.995,4,61,-8.205,0.868,0.00905,0.0752,0.324,0.696,0.912,0.474
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,All I Want,401440,7,1,134.99,4,61,-7.014,0.88,0.0537,0.0361,0.106,0.53,0.829,0.949
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,I Can Change,352004,1,1,116.981,4,61,-6.565,0.00178,0.00215,0.0287,0.233,0.644,0.73,0.695
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,You Wanted A Hit,546413,4,0,125.996,4,61,-10.293,0.0013,0.00165,0.102,0.0619,0.968,0.398,0.63
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,Pow Pow,503027,11,0,126.017,4,61,-9.929,0.244,0.00457,0.0692,0.0993,0.79,0.844,0.777
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,Somebody's Calling Me,413080,0,1,87.948,4,61,-12.34,0.71,0.00493,0.0286,0.0989,0.716,0.283,0.455
4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,LCD Soundsystem,Home,473333,9,1,124.013,4,61,-8.705,0.131,0.0462,0.0398,0.0782,0.752,0.844,0.78
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Everlasting Light,203773,4,1,181.039,4,65,-6.554,0.00632,0.127,0.0483,0.354,0.641,0.582,0.725
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Next Girl,198213,1,0,171.568,4,65,-6.343,0.00014,0.022,0.0343,0.114,0.383,0.748,0.255
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Tighten Up,211080,6,0,108.965,4,65,-6.179,4.12e-06,0.00121,0.0665,0.453,0.504,0.705,0.567
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Howlin' for You,191800,11,1,132.627,4,65,-6.646,0.0783,0.028,0.0931,0.112,0.705,0.735,0.448
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,She's Long Gone,186000,11,0,167.951,4,65,-6.676,0.0406,0.0361,0.112,0.216,0.349,0.866,0.488
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Black Mud,129440,11,0,143.937,4,65,-8.898,0.883,0.253,0.058,0.345,0.515,0.502,0.374
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,The Only One,300347,1,0,105.09,4,65,-6.969,0.0421,0.693,0.0324,0.177,0.434,0.653,0.625
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Too Afraid to Love You,204733,11,0,136.759,4,65,-6.173,0.00287,0.0156,0.0299,0.0988,0.531,0.676,0.544
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Ten Cent Pistol,269307,0,0,104.717,4,65,-8.462,0.0139,0.325,0.03,0.18,0.588,0.488,0.328
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Sinister Kid,224480,9,1,139.616,4,65,-7.259,0.0858,0.133,0.0721,0.348,0.761,0.828,0.935
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,The Go Getter,216947,1,1,160.008,4,65,-7.192,0.000432,0.159,0.0685,0.0758,0.646,0.719,0.71
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,I'm Not the One,229213,9,0,139.897,4,65,-10.016,0.000545,0.543,0.0306,0.0932,0.604,0.406,0.474
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Unknown Brother,239693,9,1,83.81,4,65,-7.888,0.00221,0.466,0.0413,0.108,0.5,0.552,0.209
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,Never Gonna Give You Up,218987,6,0,75.805,4,65,-6.19,0.000281,0.324,0.0328,0.0713,0.557,0.665,0.437
7qE6RXYyz5kj5Tll7mJU0v,Brothers,The Black Keys,These Days,311840,7,1,117.482,4,65,-10.726,0.00208,0.746,0.0315,0.098,0.436,0.288,0.268
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Tell 'Em,176427,0,1,62.967,4,50,-4.172,0.157,0.0552,0.111,0.329,0.447,0.896,0.613
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Kids,166173,1,0,79.98,4,50,-5.307,0,0.0169,0.11,0.35,0.572,0.947,0.604
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Riot Rhythm,156760,2,1,169.982,4,50,-4.108,0.00447,0.00986,0.105,0.361,0.695,0.829,0.648
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Infinity Guitars,151773,6,1,79.048,4,50,-5.641,1.66e-05,0.0391,0.0642,0.103,0.663,0.726,0.237
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Run The Heart,161360,0,1,149.956,4,50,-5.819,8.8e-05,0.00732,0.0487,0.119,0.591,0.817,0.851
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Rachel,139107,5,0,183.258,3,50,-4.552,0,0.00828,0.0363,0.133,0.216,0.61,0.35
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Rill Rill,229893,1,0,72.987,4,50,-3.44,1.46e-06,0.0372,0.0491,0.0688,0.468,0.812,0.789
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Crown On The Ground,229373,11,1,84.852,4,50,-3.051,0.00411,0.000866,0.0867,0.0917,0.434,0.811,0.531
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Straight A's,91800,4,1,145.096,4,50,-3.693,0.976,0.00987,0.228,0.117,0.216,0.834,0.035
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,A/B Machines,214627,8,1,84.991,5,50,-2.994,0.0169,0.00553,0.163,0.0937,0.165,0.961,0.238
1IWkF6zpOq73txmrYpljIT,Treats,Sleigh Bells,Treats,208573,10,0,112.093,4,50,-4.942,0.749,0.024,0.0729,0.273,0.569,0.875,0.258
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Someday Soon,159773,9,1,145.413,4,45,-4.221,0.0215,0.123,0.0409,0.065,0.339,0.919,0.552
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Friendly Ghost,181307,1,1,165.978,4,45,-3.841,2.29e-06,0.056,0.0654,0.112,0.441,0.977,0.967
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Spray Paint,123573,6,0,166.039,4,45,-4.363,0.347,0.0679,0.0542,0.104,0.275,0.957,0.872
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Number One,91387,7,1,78.993,4,45,-4.998,1.83e-05,0.00593,0.0504,0.326,0.398,0.946,0.848
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Be Your Baby,132027,0,1,169.933,4,45,-5.615,0,0.326,0.0472,0.369,0.34,0.915,0.658
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Gay Human Bones,211360,0,1,126.931,4,45,-4.503,2.65e-06,0.517,0.0379,0.11,0.47,0.941,0.781
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Torture Me,172693,0,1,135.146,4,45,-4.12,0.000377,0.12,0.0458,0.38,0.328,0.889,0.813
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Cloud Pleaser,142747,7,1,146.535,4,45,-5.37,0.0349,0.172,0.0723,0.171,0.322,0.842,0.436
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Faces,118693,0,1,172.369,4,45,-5.081,0.00804,0.396,0.166,0.178,0.272,0.951,0.494
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Tila And I,153733,7,0,159.992,4,45,-3.993,0,0.507,0.0449,0.0623,0.487,0.945,0.9
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Three Legged Dog,158520,2,1,123.675,4,45,-6.681,0,0.0825,0.0285,0.136,0.601,0.781,0.779
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Prairie My Heart,175893,4,0,99.473,4,45,-4.889,0.0104,0.0774,0.0382,0.175,0.312,0.861,0.591
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Scare You,128120,9,1,151.186,4,45,-4.388,4.91e-06,0.00993,0.0554,0.19,0.264,0.954,0.631
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Stripped Sunset,109507,9,1,123.83,4,45,-3.944,0.543,0.0286,0.106,0.597,0.274,0.973,0.311
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Pissed,143653,2,0,184.179,4,45,-4.817,0,0.0136,0.069,0.0931,0.201,0.914,0.655
32kACISdDQ9wsLfrkk7HIn,Hippies,Harlem,Poolside,217560,7,1,158.178,4,45,-4.786,0,0.215,0.037,0.139,0.311,0.948,0.821
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Constellation Dirtbike Head,175347,10,0,147.695,4,33,-3.011,0.0221,0.15,0.118,0.211,0.303,0.94,0.36
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Fresh Hex (featuring Beck),95373,8,1,83.881,4,33,-1.999,1.86e-06,0.134,0.101,0.508,0.352,0.92,0.533
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Mexican Icecream,141173,1,1,109.996,4,33,-5.76,0.612,0.278,0.0878,0.108,0.696,0.928,0.634
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Lick the Witch,165547,8,1,151.801,4,33,-3.961,0.854,0.108,0.376,0.339,0.4,0.799,0.792
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Sweatmother,132360,7,1,174.292,4,33,-4.361,0.000788,0.0155,0.306,0.0687,0.565,0.806,0.567
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Motorlicker,121293,8,1,79.416,4,33,-3.121,0.65,0.00635,0.0645,0.458,0.603,0.903,0.533
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Unholy Demon Rhythms,149280,8,1,120.686,5,33,-5.608,0.952,0.668,0.136,0.213,0.624,0.744,0.611
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Heavy Makeup,285347,11,0,110.059,4,33,-4.31,0.15,0.153,0.0809,0.495,0.24,0.832,0.416
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Grape Aerosmith (featuring Beck),111600,1,1,161.626,4,33,-5.265,0.483,0.684,0.104,0.195,0.437,0.593,0.201
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,New Juices From the Hot Tub Freaks,126267,9,1,119.964,4,33,-3.794,0.121,0.0655,0.21,0.402,0.609,0.953,0.526
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Six Royal Vipers,146027,7,0,95.997,3,33,-5.291,0.00194,0.395,0.0307,0.44,0.319,0.563,0.542
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Overheater,103427,2,0,126.684,3,33,-4.11,2.05e-05,0.201,0.0615,0.247,0.197,0.647,0.328
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Creepy Phone Calls,248960,10,0,101.319,4,33,-4.637,0.817,0.0363,0.0559,0.323,0.671,0.804,0.725
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,TV All Greasy,201547,1,1,87.988,4,33,-4.848,0.9,0.011,0.0878,0.192,0.693,0.777,0.357
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Stretch Your Face,165507,5,0,168.658,4,33,-4.819,0.967,0.31,0.0398,0.0984,0.167,0.734,0.601
4SOxWpta4wsKaj2wWpwHbC,Maniac Meat,TOBACCO,Nuclear Waste Aerobics,175960,0,1,101.939,4,33,-2.539,0.597,0.00188,0.056,0.196,0.554,0.989,0.512
7rQmVQL05mnNZYEoEx5bzF,Portal Of Sorrow,Xasthur,Portal Of Sorrow,249440,7,0,119.866,3,10,-8.034,0.939,0.585,0.029,0.124,0.481,0.371,0.111
7rQmVQL05mnNZYEoEx5bzF,Portal Of Sorrow,Xasthur,Broken Glass Christening,230453,8,0,127.208,4,10,-8.843,0.778,0.137,0.0523,0.091,0.434,0.838,0.0783
7rQmVQL05mnNZYEoEx5bzF,Portal Of Sorrow,Xasthur,Shrine Of Failure,267841,8,1,117.502,3,10,-9.018,0.98,0.0952,0.0414,0.18,0.199,0.701,0.143
7rQmVQL05mnNZYEoEx5bzF,Portal Of Sorrow,Xasthur,Stream Of Subconsciousness,471373,11,0,79.427,4,10,-9.222,0.854,0.908,0.0367,0.249,0.18,0.53,0.146
